dataset	tinyId	field	removed_text
health_gravity_a	synGIH009	definition	Based on the Clinical Outcome Assessment Scale (COAS).
health_gravity_a	synGIH010	name	COAS Somatic Symptom Burden -
health_gravity_a	synGIH010	question	In the past 7 days, result of diagnostic testing for Helicobacter pylori infection
health_gravity_a	synGIH010	definition	Based on the Clinical Outcome Assessment Scale (COAS).
health_gravity_a	synGIH011	name	COAS Somatic Symptom Burden -
health_gravity_a	synGIH011	question	Over the past 2 weeks, degree of disability in daily activities due to gastrointestinal symptoms
health_gravity_a	synGIH011	definition	Based on the Clinical Outcome Assessment Scale (COAS).
health_gravity_a	synGIH012	name	COAS Somatic Symptom Burden -
health_gravity_a	synGIH012	question	During the past 4 weeks, composite score quantifying disease activity in inflammatory bowel disease
health_gravity_a	synGIH012	definition	Based on the Clinical Outcome Assessment Scale (COAS).
health_gravity_a	synGIH013	definition	A field of the Patient Health Inventory (PHI).
health_gravity_a	synGIH014	definition	A field of the Patient Health Inventory (PHI).
health_gravity_a	synGIH015	definition	A field of the Patient Health Inventory (PHI).
health_gravity_a	synGIH016	question	In the past 7 days, patient age at the time of the gastrointestinal health assessment
health_gravity_a	synGIH016	definition	[definition modified: 461 -> 432 chars]
health_gravity_a	synGIH017	question	Over the past 2 weeks, number of concurrent conditions affecting the gastrointestinal system
health_gravity_a	synGIH017	definition	[definition modified: 476 -> 444 chars]
health_gravity_a	synGIH018	(clean)	
health_gravity_a	synGIH019	(clean)	
health_gravity_a	synGIH020	(clean)	
set2_noisy	synAIR001_t1	question	Over the past 30 days, measured PM2.5 level
set2_noisy	synAIR001_t1	definition	[definition modified: 87 -> 55 chars]
set2_noisy	synAIR002_t1	question	Over the past 30 days, measured PM10 level
set2_noisy	synAIR002_t1	definition	[definition modified: 82 -> 50 chars]
set2_noisy	synAIR003_t1	question	Over the past 30 days, ozone reading at surface
set2_noisy	synAIR003_t1	definition	[definition modified: 81 -> 49 chars]
set2_noisy	synAIR004_t1	question	Over the past 30 days, ambient NO2 concentration
set2_noisy	synAIR004_t1	definition	[definition modified: 64 -> 32 chars]
set2_noisy	synAIR005_t1	question	Over the past 30 days, ambient SO2 concentration
set2_noisy	synAIR005_t1	definition	[definition modified: 82 -> 50 chars]
set2_noisy	synAIR006_t1	question	Over the past 30 days, ambient CO concentration
set2_noisy	synAIR006_t1	definition	[definition modified: 63 -> 31 chars]
set2_noisy	synAIR007_t1	question	Over the past 30 days, composite AQI score
set2_noisy	synAIR007_t1	definition	[definition modified: 80 -> 48 chars]
set2_noisy	synAIR008_t1	question	Over the past 30 days, lead in ambient air
set2_noisy	synAIR008_t1	definition	[definition modified: 70 -> 38 chars]
set2_noisy	synAIR009_t1	question	Over the past 30 days, ambient benzene concentration
set2_noisy	synAIR009_t1	definition	[definition modified: 78 -> 46 chars]
set2_noisy	synAIR010_t1	question	Over the past 30 days, total volatile organics
set2_noisy	synAIR010_t1	definition	[definition modified: 73 -> 41 chars]
set2_noisy	synAIR011_t1	question	Over the past 30 days, air temperature at site
set2_noisy	synAIR011_t1	definition	[definition modified: 79 -> 47 chars]
set2_noisy	synAIR012_t1	question	Over the past 30 days, humidity percentage
set2_noisy	synAIR012_t1	definition	[definition modified: 76 -> 44 chars]
set2_noisy	synAIR013_t1	question	Over the past 30 days, wind velocity at station
set2_noisy	synAIR013_t1	definition	[definition modified: 71 -> 39 chars]
set2_noisy	synAIR014_t1	question	Over the past 30 days, barometric pressure reading
set2_noisy	synAIR014_t1	definition	[definition modified: 67 -> 35 chars]
set2_noisy	synAIR015_t1	question	Over the past 30 days, optical visibility range
set2_noisy	synAIR015_t1	definition	[definition modified: 78 -> 46 chars]
set2_noisy	synAIR016_t1	question	Over the past 30 days, measurement interval
set2_noisy	synAIR016_t1	definition	[definition modified: 78 -> 46 chars]
set2_noisy	synAIR017_t1	question	Over the past 30 days, geographic location of station
set2_noisy	synAIR017_t1	definition	[definition modified: 82 -> 50 chars]
set2_noisy	synAIR018_t1	question	Over the past 30 days, days exceeding threshold
set2_noisy	synAIR018_t1	definition	[definition modified: 91 -> 59 chars]
set2_noisy	synAIR019_t1	question	Over the past 30 days, rainwater pH value
set2_noisy	synAIR019_t1	definition	[definition modified: 70 -> 38 chars]
set2_noisy	synAIR020_t1	question	Over the past 30 days, seasonal concentration pattern
set2_noisy	synAIR020_t1	definition	[definition modified: 86 -> 54 chars]
set2_noisy	synWAT001_t1	question	Over the past 30 days, amount of oxygen dissolved in the water sample
set2_noisy	synWAT001_t1	definition	[definition modified: 243 -> 211 chars]
set2_noisy	synWAT002_t1	question	Over the past 30 days, acidity or alkalinity of the water sample
set2_noisy	synWAT002_t1	definition	[definition modified: 205 -> 173 chars]
set2_noisy	synWAT003_t1	question	Over the past 30 days, clarity of the water measured by light scattering
set2_noisy	synWAT003_t1	definition	[definition modified: 230 -> 198 chars]
set2_noisy	synWAT004_t1	question	Over the past 30 days, dissolved nitrate level in the sample
set2_noisy	synWAT004_t1	definition	[definition modified: 221 -> 189 chars]
set2_noisy	synWAT005_t1	question	Over the past 30 days, dissolved phosphate concentration in the sample
set2_noisy	synWAT005_t1	definition	[definition modified: 220 -> 188 chars]
set2_noisy	synWAT006_t1	question	Over the past 30 days, number of E. coli colonies per volume of water
set2_noisy	synWAT006_t1	definition	[definition modified: 205 -> 173 chars]
set2_noisy	synWAT007_t1	question	Over the past 30 days, total coliform colonies detected in the water sample
set2_noisy	synWAT007_t1	definition	[definition modified: 194 -> 162 chars]
set2_noisy	synWAT008_t1	question	Over the past 30 days, ability of the water sample to conduct an electric current
set2_noisy	synWAT008_t1	definition	[definition modified: 192 -> 160 chars]
set2_noisy	synWAT009_t1	question	Over the past 30 days, temperature of the water at the time and location of collection
set2_noisy	synWAT009_t1	definition	[definition modified: 229 -> 197 chars]
set2_noisy	synWAT010_t1	question	Over the past 30 days, oxygen consumed by microorganisms decomposing organic matter
set2_noisy	synWAT010_t1	definition	[definition modified: 223 -> 191 chars]
set2_noisy	synWAT011_t1	question	Over the past 30 days, oxygen equivalent of chemically oxidizable matter in the sample
set2_noisy	synWAT011_t1	definition	[definition modified: 229 -> 197 chars]
set2_noisy	synWAT012_t1	question	Over the past 30 days, dissolved lead level in the water sample
set2_noisy	synWAT012_t1	definition	[definition modified: 213 -> 181 chars]
set2_noisy	synWAT013_t1	question	Over the past 30 days, dissolved mercury concentration in the sample
set2_noisy	synWAT013_t1	definition	[definition modified: 215 -> 183 chars]
set2_noisy	synWAT014_t1	question	Over the past 30 days, photosynthetic pigment level indicating algal abundance
set2_noisy	synWAT014_t1	definition	[definition modified: 218 -> 186 chars]
set2_noisy	synWAT015_t1	question	Over the past 30 days, combined content of all dissolved substances in the water
set2_noisy	synWAT015_t1	definition	[definition modified: 238 -> 206 chars]
set2_noisy	synWAT016_t1	question	Over the past 30 days, technique used to collect the water sample
set2_noisy	synWAT016_t1	definition	[definition modified: 220 -> 188 chars]
set2_noisy	synWAT017_t1	question	Over the past 30 days, latitude and longitude of the water sampling location
set2_noisy	synWAT017_t1	definition	[definition modified: 219 -> 187 chars]
set2_noisy	synWAT018_t1	question	Over the past 30 days, whether the measured parameter exceeds the applicable regulatory limit
set2_noisy	synWAT018_t1	definition	[definition modified: 234 -> 202 chars]
set2_noisy	synWAT019_t1	question	Over the past 30 days, salt content of the water expressed as practical salinity units
set2_noisy	synWAT019_t1	definition	[definition modified: 239 -> 207 chars]
set2_noisy	synWAT020_t1	question	Over the past 30 days, pattern of water quality change associated with seasonal cycles
set2_noisy	synWAT020_t1	definition	[definition modified: 276 -> 244 chars]
set2_noisy	synSOL001_t1	question	Over the past 30 days, proportion of organic material present in the soil sample expressed as a percentage of total dry weight
set2_noisy	synSOL001_t1	definition	[definition modified: 457 -> 425 chars]
set2_noisy	synSOL002_t1	question	Over the past 30 days, combined mass of all nitrogen forms present in the soil including organic nitrogen, ammonium, and nitrate fractions
set2_noisy	synSOL002_t1	definition	[definition modified: 436 -> 404 chars]
set2_noisy	synSOL003_t1	question	Over the past 30 days, amount of phosphorus in the soil that is accessible for uptake by plant root systems under standard extraction conditions
set2_noisy	synSOL003_t1	definition	[definition modified: 477 -> 445 chars]
set2_noisy	synSOL004_t1	question	Over the past 30 days, concentration of potassium ions adsorbed onto soil particle surfaces that are available for exchange with the soil solution
set2_noisy	synSOL004_t1	definition	[definition modified: 464 -> 432 chars]
set2_noisy	synSOL005_t1	question	Over the past 30 days, acidity or alkalinity of the soil determined by measuring the hydrogen ion activity in a standardized soil-water mixture
set2_noisy	synSOL005_t1	definition	[definition modified: 493 -> 461 chars]
set2_noisy	synSOL006_t1	question	Over the past 30 days, total capacity of the soil to retain and exchange positively charged nutrient ions on its particle surfaces
set2_noisy	synSOL006_t1	definition	[definition modified: 518 -> 486 chars]
set2_noisy	synSOL007_t1	question	Over the past 30 days, mass of oven-dried soil per unit volume of undisturbed soil collected using a core sampling device at the designated depth interval
set2_noisy	synSOL007_t1	definition	[definition modified: 447 -> 415 chars]
set2_noisy	synSOL008_t1	question	Over the past 30 days, mass of water contained in the soil sample expressed as a proportion of the oven-dry soil mass at the time of collection
set2_noisy	synSOL008_t1	definition	[definition modified: 476 -> 444 chars]
set2_noisy	synSOL009_t1	question	Over the past 30 days, mass of carbon contained within the living microbial community of the soil sample expressed per unit dry weight of soil
set2_noisy	synSOL009_t1	definition	[definition modified: 480 -> 448 chars]
set2_noisy	synSOL010_t1	question	Over the past 30 days, total mass of lead present per unit dry weight of soil as determined by acid digestion and instrumental analysis
set2_noisy	synSOL010_t1	definition	[definition modified: 493 -> 461 chars]
set2_noisy	synSOL011_t1	question	Over the past 30 days, total cadmium content of the soil sample measured after complete acid digestion of the dried and homogenized material
set2_noisy	synSOL011_t1	definition	[definition modified: 516 -> 484 chars]
set2_noisy	synSOL012_t1	question	Over the past 30 days, categorization of the soil into a textural class determined by the relative proportions of sand, silt, and clay-sized particles
set2_noisy	synSOL012_t1	definition	[definition modified: 498 -> 466 chars]
set2_noisy	synSOL013_t1	question	Over the past 30 days, temperature of the soil measured at the designated depth below the surface at the time of sample collection
set2_noisy	synSOL013_t1	definition	[definition modified: 461 -> 429 chars]
set2_noisy	synSOL014_t1	question	Over the past 30 days, ability of the soil saturation paste extract to conduct electrical current as an indicator of total soluble salt concentration
set2_noisy	synSOL014_t1	definition	[definition modified: 510 -> 478 chars]
set2_noisy	synSOL015_t1	question	Over the past 30 days, vertical distance from the soil surface to the midpoint of the sampling interval from which the soil core or grab sample was obtained
set2_noisy	synSOL015_t1	definition	[definition modified: 437 -> 405 chars]
set2_noisy	synSOL016_t1	question	Over the past 30 days, latitude and longitude of the exact location from which the soil sample was collected recorded using a global positioning system
set2_noisy	synSOL016_t1	definition	[definition modified: 438 -> 406 chars]
set2_noisy	synSOL017_t1	question	Over the past 30 days, whether the measured concentration of a regulated contaminant in the soil exceeds the applicable screening level or action level
set2_noisy	synSOL017_t1	definition	[definition modified: 494 -> 462 chars]
set2_noisy	synSOL018_t1	question	Over the past 30 days, pattern of change in the soil organic matter fraction that corresponds to annual cycles of plant growth, decomposition, and temperature
set2_noisy	synSOL018_t1	definition	[definition modified: 530 -> 498 chars]
set2_noisy	synSOL019_t1	question	Over the past 30 days, ratio of the mass of organic carbon to the mass of total nitrogen in the soil sample indicating the decomposition status of organic matter
set2_noisy	synSOL019_t1	definition	[definition modified: 513 -> 481 chars]
set2_noisy	synSOL020_t1	question	Over the past 30 days, resistance of soil aggregates to disintegration when subjected to the disruptive forces of water and mechanical stress
set2_noisy	synSOL020_t1	definition	[definition modified: 589 -> 557 chars]
set2_noisy	synAIR001_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR001_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR002_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR002_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR003_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR003_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR004_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR004_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR005_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR005_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR006_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR006_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR007_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR007_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR008_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR008_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR009_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR009_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR010_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR010_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR011_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR011_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR012_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR012_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR013_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR013_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR014_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR014_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR015_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR015_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR016_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR016_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR017_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR017_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR018_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR018_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR019_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR019_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR020_t2	name	EMP Atmospheric Analysis -
set2_noisy	synAIR020_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT001_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT001_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT002_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT002_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT003_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT003_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT004_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT004_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT005_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT005_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT006_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT006_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT007_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT007_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT008_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT008_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT009_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT009_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT010_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT010_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT011_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT011_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT012_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT012_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT013_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT013_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT014_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT014_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT015_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT015_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT016_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT016_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT017_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT017_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT018_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT018_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT019_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT019_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synWAT020_t2	name	EMP Aquatic Assessment -
set2_noisy	synWAT020_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL001_t2	name	EMP Pedological Survey -
set2_noisy	synSOL001_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL002_t2	name	EMP Pedological Survey -
set2_noisy	synSOL002_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL003_t2	name	EMP Pedological Survey -
set2_noisy	synSOL003_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL004_t2	name	EMP Pedological Survey -
set2_noisy	synSOL004_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL005_t2	name	EMP Pedological Survey -
set2_noisy	synSOL005_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL006_t2	name	EMP Pedological Survey -
set2_noisy	synSOL006_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL007_t2	name	EMP Pedological Survey -
set2_noisy	synSOL007_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL008_t2	name	EMP Pedological Survey -
set2_noisy	synSOL008_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL009_t2	name	EMP Pedological Survey -
set2_noisy	synSOL009_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL010_t2	name	EMP Pedological Survey -
set2_noisy	synSOL010_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL011_t2	name	EMP Pedological Survey -
set2_noisy	synSOL011_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL012_t2	name	EMP Pedological Survey -
set2_noisy	synSOL012_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL013_t2	name	EMP Pedological Survey -
set2_noisy	synSOL013_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL014_t2	name	EMP Pedological Survey -
set2_noisy	synSOL014_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL015_t2	name	EMP Pedological Survey -
set2_noisy	synSOL015_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL016_t2	name	EMP Pedological Survey -
set2_noisy	synSOL016_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL017_t2	name	EMP Pedological Survey -
set2_noisy	synSOL017_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL018_t2	name	EMP Pedological Survey -
set2_noisy	synSOL018_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL019_t2	name	EMP Pedological Survey -
set2_noisy	synSOL019_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synSOL020_t2	name	EMP Pedological Survey -
set2_noisy	synSOL020_t2	definition	A field of the Environmental Monitoring Protocol (EMP).
set2_noisy	synAIR001_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR001_t3	question	Over the past 30 days, measured PM2.5 level
set2_noisy	synAIR001_t3	definition	[definition modified: 197 -> 55 chars]
set2_noisy	synAIR002_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR002_t3	question	Over the past 30 days, measured PM10 level
set2_noisy	synAIR002_t3	definition	[definition modified: 192 -> 50 chars]
set2_noisy	synAIR003_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR003_t3	question	Over the past 30 days, ozone reading at surface
set2_noisy	synAIR003_t3	definition	[definition modified: 191 -> 49 chars]
set2_noisy	synAIR004_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR004_t3	question	Over the past 30 days, ambient NO2 concentration
set2_noisy	synAIR004_t3	definition	[definition modified: 174 -> 32 chars]
set2_noisy	synAIR005_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR005_t3	question	Over the past 30 days, ambient SO2 concentration
set2_noisy	synAIR005_t3	definition	[definition modified: 192 -> 50 chars]
set2_noisy	synAIR006_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR006_t3	question	Over the past 30 days, ambient CO concentration
set2_noisy	synAIR006_t3	definition	[definition modified: 173 -> 31 chars]
set2_noisy	synAIR007_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR007_t3	question	Over the past 30 days, composite AQI score
set2_noisy	synAIR007_t3	definition	[definition modified: 190 -> 48 chars]
set2_noisy	synAIR008_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR008_t3	question	Over the past 30 days, lead in ambient air
set2_noisy	synAIR008_t3	definition	[definition modified: 180 -> 38 chars]
set2_noisy	synAIR009_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR009_t3	question	Over the past 30 days, ambient benzene concentration
set2_noisy	synAIR009_t3	definition	[definition modified: 188 -> 46 chars]
set2_noisy	synAIR010_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR010_t3	question	Over the past 30 days, total volatile organics
set2_noisy	synAIR010_t3	definition	[definition modified: 183 -> 41 chars]
set2_noisy	synAIR011_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR011_t3	question	Over the past 30 days, air temperature at site
set2_noisy	synAIR011_t3	definition	[definition modified: 189 -> 47 chars]
set2_noisy	synAIR012_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR012_t3	question	Over the past 30 days, humidity percentage
set2_noisy	synAIR012_t3	definition	[definition modified: 186 -> 44 chars]
set2_noisy	synAIR013_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR013_t3	question	Over the past 30 days, wind velocity at station
set2_noisy	synAIR013_t3	definition	[definition modified: 181 -> 39 chars]
set2_noisy	synAIR014_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR014_t3	question	Over the past 30 days, barometric pressure reading
set2_noisy	synAIR014_t3	definition	[definition modified: 177 -> 35 chars]
set2_noisy	synAIR015_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR015_t3	question	Over the past 30 days, optical visibility range
set2_noisy	synAIR015_t3	definition	[definition modified: 188 -> 46 chars]
set2_noisy	synAIR016_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR016_t3	question	Over the past 30 days, measurement interval
set2_noisy	synAIR016_t3	definition	[definition modified: 188 -> 46 chars]
set2_noisy	synAIR017_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR017_t3	question	Over the past 30 days, geographic location of station
set2_noisy	synAIR017_t3	definition	[definition modified: 192 -> 50 chars]
set2_noisy	synAIR018_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR018_t3	question	Over the past 30 days, days exceeding threshold
set2_noisy	synAIR018_t3	definition	[definition modified: 201 -> 59 chars]
set2_noisy	synAIR019_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR019_t3	question	Over the past 30 days, rainwater pH value
set2_noisy	synAIR019_t3	definition	[definition modified: 180 -> 38 chars]
set2_noisy	synAIR020_t3	name	EMP Atmospheric Analysis -
set2_noisy	synAIR020_t3	question	Over the past 30 days, seasonal concentration pattern
set2_noisy	synAIR020_t3	definition	[definition modified: 196 -> 54 chars]
set2_noisy	synWAT001_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT001_t3	question	Over the past 30 days, amount of oxygen dissolved in the water sample
set2_noisy	synWAT001_t3	definition	[definition modified: 353 -> 211 chars]
set2_noisy	synWAT002_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT002_t3	question	Over the past 30 days, acidity or alkalinity of the water sample
set2_noisy	synWAT002_t3	definition	[definition modified: 315 -> 173 chars]
set2_noisy	synWAT003_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT003_t3	question	Over the past 30 days, clarity of the water measured by light scattering
set2_noisy	synWAT003_t3	definition	[definition modified: 340 -> 198 chars]
set2_noisy	synWAT004_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT004_t3	question	Over the past 30 days, dissolved nitrate level in the sample
set2_noisy	synWAT004_t3	definition	[definition modified: 331 -> 189 chars]
set2_noisy	synWAT005_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT005_t3	question	Over the past 30 days, dissolved phosphate concentration in the sample
set2_noisy	synWAT005_t3	definition	[definition modified: 330 -> 188 chars]
set2_noisy	synWAT006_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT006_t3	question	Over the past 30 days, number of E. coli colonies per volume of water
set2_noisy	synWAT006_t3	definition	[definition modified: 315 -> 173 chars]
set2_noisy	synWAT007_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT007_t3	question	Over the past 30 days, total coliform colonies detected in the water sample
set2_noisy	synWAT007_t3	definition	[definition modified: 304 -> 162 chars]
set2_noisy	synWAT008_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT008_t3	question	Over the past 30 days, ability of the water sample to conduct an electric current
set2_noisy	synWAT008_t3	definition	[definition modified: 302 -> 160 chars]
set2_noisy	synWAT009_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT009_t3	question	Over the past 30 days, temperature of the water at the time and location of collection
set2_noisy	synWAT009_t3	definition	[definition modified: 339 -> 197 chars]
set2_noisy	synWAT010_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT010_t3	question	Over the past 30 days, oxygen consumed by microorganisms decomposing organic matter
set2_noisy	synWAT010_t3	definition	[definition modified: 333 -> 191 chars]
set2_noisy	synWAT011_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT011_t3	question	Over the past 30 days, oxygen equivalent of chemically oxidizable matter in the sample
set2_noisy	synWAT011_t3	definition	[definition modified: 339 -> 197 chars]
set2_noisy	synWAT012_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT012_t3	question	Over the past 30 days, dissolved lead level in the water sample
set2_noisy	synWAT012_t3	definition	[definition modified: 323 -> 181 chars]
set2_noisy	synWAT013_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT013_t3	question	Over the past 30 days, dissolved mercury concentration in the sample
set2_noisy	synWAT013_t3	definition	[definition modified: 325 -> 183 chars]
set2_noisy	synWAT014_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT014_t3	question	Over the past 30 days, photosynthetic pigment level indicating algal abundance
set2_noisy	synWAT014_t3	definition	[definition modified: 328 -> 186 chars]
set2_noisy	synWAT015_t3	name	EMP Aquatic Assessment -
